date,audio,image
2025-03-06,5597,5647
2025-03-07,5721,5780
2025-03-08,4600,4653
2025-03-09,4124,4171
2025-03-10,4376,4409
2025-03-11,3147,3151
2025-03-12,3053,3063
2025-03-13,3237,3245
2025-03-14,3392,3399
2025-03-15,2641,2643
2025-03-16,2136,2139
2025-03-17,2773,2775
2025-03-18,3017,3022
2025-03-19,3366,3376
2025-03-20,3203,3206
2025-03-21,3468,3472
2025-03-22,2972,2978
2025-03-23,2257,2260
2025-03-24,2833,2840
2025-03-25,3292,3296
2025-03-26,3433,3442
2025-03-27,3566,3568
2025-03-28,3568,3574
2025-03-29,3069,3075
2025-03-30,2238,2240
2025-03-31,3089,3095
2025-04-01,3364,3368
2025-04-02,5887,5975
2025-04-03,5983,6050
2025-04-04,5144,5183
2025-04-05,2633,2641
2025-04-06,2309,2311
2025-04-07,2983,2989
2025-04-08,3146,3148
2025-04-09,3475,3486
2025-04-10,4008,4024
2025-04-11,3717,3722
2025-04-12,2459,2461
2025-04-13,2332,2336
2025-04-14,3231,3238
2025-04-15,3470,3494
2025-04-16,3385,3390
2025-04-17,3525,3533
2025-04-18,3556,3563
2025-04-19,3774,3808
2025-04-20,2696,2700
2025-04-21,3142,3144
2025-04-22,3544,3551
2025-04-23,3743,3751
2025-04-24,3842,3847
2025-04-25,3919,3929
2025-04-26,2673,2676
2025-04-27,2748,2750
2025-04-28,3541,3551
2025-04-29,5423,5492
2025-04-30,7104,7191
2025-05-01,7174,7276
2025-05-02,7432,7513
2025-05-03,4878,4901
2025-05-04,5047,5126
2025-05-05,5964,6026
2025-05-06,6533,6602
2025-05-07,3576,3591
2025-05-08,1267,1268
2025-05-09,1317,1319
2025-05-10,1298,1299
2025-05-11,1274,1276
2025-05-12,1140,1143
2025-05-13,1280,1283
2025-05-14,1302,1305
2025-05-15,1329,1331
2025-05-16,1379,1380
2025-05-17,1289,1292
2025-05-18,1330,1336
2025-05-19,1172,1175
2025-05-20,1289,1291
2025-05-21,1342,1345
2025-05-22,1119,1119
2025-05-23,1359,1364
2025-05-24,1247,1248
2025-05-25,346,348
2025-05-26,40,40
2025-05-27,1399,1402
2025-05-28,1383,1386
2025-05-29,1463,1468
2025-05-30,5074,5144
2025-05-31,5153,5234
2025-06-01,6020,6125
2025-06-02,6565,6663
2025-06-03,4935,4951
2025-06-04,3948,3954
2025-06-05,4170,4181
2025-06-06,4285,4297
2025-06-07,3208,3212
2025-06-08,3798,4141
2025-06-09,3722,3731
2025-06-10,5255,5311
2025-06-11,4964,4993
2025-06-12,4243,4252
2025-06-13,4720,4733
2025-06-14,3325,3333
2025-06-15,3213,3222
2025-06-16,3695,3698
2025-06-17,3483,3487
2025-06-18,4087,4096
2025-06-19,4151,4164
2025-06-20,4608,4614
2025-06-21,4618,4639
2025-06-22,4191,4229
2025-06-23,3974,3990
2025-06-24,4058,4077
2025-06-25,4337,4348
2025-06-26,4463,4491
2025-06-27,4695,4715
2025-06-28,3742,3776
2025-06-29,4028,4043
2025-06-30,4034,4043
2025-07-01,3892,3906
2025-07-02,4486,4511
2025-07-03,4449,4461
2025-07-04,4400,4426
2025-07-05,4115,4131
2025-07-06,4250,4269
2025-07-07,3813,3824
2025-07-08,4128,4135
2025-07-09,4295,4307
2025-07-10,4081,4099
2025-07-11,4641,4659
2025-07-12,3941,3948
2025-07-13,3796,3804
2025-07-14,3555,3563
2025-07-15,4056,4066
2025-07-16,4385,4401
2025-07-17,4322,4337
2025-07-18,4882,4906
2025-07-19,4660,4681
2025-07-20,3901,3917
2025-07-21,4114,4125
2025-07-22,4092,4107
2025-07-23,4317,4329
2025-07-24,4370,4382
2025-07-25,4332,4341
2025-07-26,4259,4264
2025-07-27,2776,2784
2025-07-28,3495,3502
2025-07-29,3824,3833
2025-07-30,3819,3826
2025-07-31,3535,3545
2025-08-01,4210,4214
2025-08-02,4189,4200
2025-08-03,4116,4128
2025-08-04,3595,3605
2025-08-05,3591,3600
2025-08-06,3831,3842
2025-08-07,4075,4092
2025-08-08,4527,4542
2025-08-09,3801,3811
2025-08-10,3884,3897
2025-08-11,3578,3587
2025-08-12,3802,3811
2025-08-13,3797,3815
2025-08-14,3988,3995
2025-08-15,4110,4116
2025-08-16,3803,3816
2025-08-17,3485,3494
2025-08-18,3434,3436
2025-08-19,3728,3733
2025-08-20,3507,3517
2025-08-21,3810,3816
2025-08-22,4441,4450
2025-08-23,3493,3503
2025-08-24,0,0
2025-08-25,0,0
2025-08-26,0,0
2025-08-27,0,0
2025-08-28,0,0
2025-08-29,0,0
2025-08-30,0,0
2025-08-31,0,0
2025-09-01,0,0
2025-09-02,0,0
2025-09-03,0,0
2025-09-04,0,0
2025-09-05,0,0
2025-09-06,0,0
2025-09-07,0,0
2025-09-08,0,0
2025-09-09,0,0
2025-09-10,4645,4733
2025-09-11,5946,6032
2025-09-12,6089,6172
2025-09-13,5347,5412
2025-09-14,4397,4429
2025-09-15,3199,3213
2025-09-16,3301,3322
2025-09-17,3379,3397
2025-09-18,3617,3636
2025-09-19,3455,3462
2025-09-20,3988,4005
2025-09-21,3254,3272
2025-09-22,2496,2501
2025-09-23,3516,3532
2025-09-24,3384,3396
2025-09-25,4367,4413
2025-09-26,7485,7551
2025-09-27,7497,7590
2025-09-28,6763,6854
2025-09-29,6405,6478
2025-09-30,6915,7001
2025-10-01,6658,6764
2025-10-02,6731,6834
2025-10-03,7447,7544
2025-10-04,7254,7369
2025-10-05,6372,6475
2025-10-06,6224,6319
2025-10-07,3638,3652
2025-10-08,6548,6666
2025-10-09,6863,6951
2025-10-10,5869,5952
2025-10-11,9242,9418
2025-10-12,4904,4994
2025-10-13,5497,5569
2025-10-14,6127,6203
2025-10-15,6840,6931
2025-10-16,6364,6441
2025-10-17,7373,7470
2025-10-18,7497,7793
2025-10-19,6280,6413
2025-10-20,5193,5274
2025-10-21,6561,6678
2025-10-22,1092,1097
2025-10-23,1237,1244
2025-10-24,1380,1390
2025-10-25,1280,1288
2025-10-26,1145,1153
2025-10-27,1139,1141
2025-10-28,984,987
2025-10-29,1135,1135
2025-10-30,773,778
2025-10-31,4824,4915
2025-11-01,5399,5510
2025-11-02,5006,5106
2025-11-03,5256,5328
2025-11-04,5569,5634
2025-11-05,5637,5720
2025-11-06,5827,5915
2025-11-07,6107,6195
2025-11-08,4922,4971
2025-11-09,3918,3976
2025-11-10,4461,4499
2025-11-11,0,0
2025-11-12,0,3290
2025-11-13,0,5435
2025-11-14,0,5416
2025-11-15,0,4912
2025-11-16,0,3868
2025-11-17,0,5219
2025-11-18,0,5186
2025-11-19,0,5554
2025-11-20,0,5571
2025-11-21,0,5613
2025-11-22,0,4302
2025-11-23,0,3813
2025-11-24,0,5261
2025-11-25,0,5765
2025-11-26,0,5562
2025-11-27,0,3420
2025-11-28,220,4363
2025-11-29,4903,4981
2025-11-30,3088,3126
2025-12-01,5413,5496
2025-12-02,2349,2365
2025-12-03,5098,5143
2025-12-04,5407,5487
2025-12-05,5436,5497
2025-12-06,5408,5483
2025-12-07,3903,3955
2025-12-08,5016,5077
2025-12-09,5104,5160
