date,h,l
2025-03-12,6116,0
2025-03-13,6482,0
2025-03-14,6791,0
2025-03-15,5284,0
2025-03-16,4275,0
2025-03-17,5548,0
2025-03-18,6039,0
2025-03-19,6742,0
2025-03-20,6409,0
2025-03-21,6940,0
2025-03-22,5950,0
2025-03-23,4517,0
2025-03-24,5673,0
2025-03-25,6588,0
2025-03-26,6875,0
2025-03-27,7134,0
2025-03-28,7142,0
2025-03-29,6144,0
2025-03-30,4478,0
2025-03-31,6184,0
2025-04-01,6732,0
2025-04-02,7047,4815
2025-04-03,6357,5676
2025-04-04,7411,2916
2025-04-05,5274,0
2025-04-06,4620,0
2025-04-07,5972,0
2025-04-08,6294,0
2025-04-09,6961,0
2025-04-10,6589,1443
2025-04-11,6949,490
2025-04-12,4920,0
2025-04-13,4667,1
2025-04-14,6469,0
2025-04-15,6056,908
2025-04-16,6775,0
2025-04-17,7058,0
2025-04-18,7119,0
2025-04-19,7582,0
2025-04-20,5396,0
2025-04-21,6286,0
2025-04-22,7095,0
2025-04-23,7494,0
2025-04-24,7689,0
2025-04-25,7848,0
2025-04-26,5349,0
2025-04-27,5498,0
2025-04-28,7092,0
2025-04-29,7113,3802
2025-04-30,7505,6790
2025-05-01,7664,6786
2025-05-02,7857,7088
2025-05-03,7225,2554
2025-05-04,5296,4877
2025-05-05,6245,5745
2025-05-06,6927,6208
2025-05-07,5047,2120
2025-05-08,2535,0
2025-05-09,2636,0
2025-05-10,2597,0
2025-05-11,2550,0
2025-05-12,2283,0
2025-05-13,2563,0
2025-05-14,2607,0
2025-05-15,2660,0
2025-05-16,2759,0
2025-05-17,2581,0
2025-05-18,2666,0
2025-05-19,2347,0
2025-05-20,2580,0
2025-05-21,2687,0
2025-05-22,2238,0
2025-05-23,2641,82
2025-05-24,2451,44
2025-05-25,694,0
2025-05-26,72,8
2025-05-27,2801,0
2025-05-28,2769,0
2025-05-29,2931,0
2025-05-30,5998,4220
2025-05-31,5729,4658
2025-06-01,6627,5518
2025-06-02,7209,6019
2025-06-03,7968,1918
2025-06-04,7902,0
2025-06-05,8351,0
2025-06-06,8582,0
2025-06-07,6420,0
2025-06-08,7939,0
2025-06-09,6779,674
2025-06-10,6726,3840
2025-06-11,8074,1883
2025-06-12,8495,0
2025-06-13,9453,0
2025-06-14,6658,0
2025-06-15,6435,0
2025-06-16,7393,0
2025-06-17,6970,0
2025-06-18,8183,0
2025-06-19,8315,0
2025-06-20,9222,0
2025-06-21,8332,925
2025-06-22,7430,990
2025-06-23,7284,680
2025-06-24,7421,714
2025-06-25,8109,576
2025-06-26,7864,1090
2025-06-27,8906,504
2025-06-28,7136,382
2025-06-29,7894,177
2025-06-30,7728,349
2025-07-01,7463,335
2025-07-02,8305,692
2025-07-03,8569,341
2025-07-04,8247,579
2025-07-05,7971,275
2025-07-06,8206,313
2025-07-07,7288,349
2025-07-08,7776,487
2025-07-09,8057,545
2025-07-10,7785,395
2025-07-11,8872,428
2025-07-12,7668,221
2025-07-13,7292,308
2025-07-14,6782,336
2025-07-15,7632,490
2025-07-16,8070,716
2025-07-17,8096,563
2025-07-18,9057,731
2025-07-19,8912,429
2025-07-20,7461,357
2025-07-21,7636,603
2025-07-22,7758,441
2025-07-23,8220,426
2025-07-24,8535,217
2025-07-25,8673,0
2025-07-26,8523,0
2025-07-27,5560,0
2025-07-28,6997,0
2025-07-29,7657,0
2025-07-30,7645,0
2025-07-31,7080,0
2025-08-01,8424,0
2025-08-02,8389,0
2025-08-03,8244,0
2025-08-04,7200,0
2025-08-05,7137,54
2025-08-06,7161,512
2025-08-07,7746,421
2025-08-08,8571,498
2025-08-09,7317,295
2025-08-10,7524,257
2025-08-11,6714,451
2025-08-12,7113,500
2025-08-13,7159,453
2025-08-14,7983,0
2025-08-15,8226,0
2025-08-16,7619,0
2025-08-17,6979,0
2025-08-18,6870,0
2025-08-19,7461,0
2025-08-20,7024,0
2025-08-21,7626,0
2025-08-22,8891,0
2025-08-23,6996,0
2025-08-24,0,0
2025-08-25,0,0
2025-08-26,0,0
2025-08-27,0,0
2025-08-28,0,0
2025-08-29,0,0
2025-08-30,0,0
2025-08-31,0,0
2025-09-01,0,0
2025-09-02,0,0
2025-09-03,0,0
2025-09-04,0,0
2025-09-05,0,0
2025-09-06,0,0
2025-09-07,0,0
2025-09-08,0,0
2025-09-09,0,0
2025-09-10,5223,4155
2025-09-11,6789,5189
2025-09-12,7466,4795
2025-09-13,6858,3901
2025-09-14,7334,1492
2025-09-15,6412,0
2025-09-16,6623,0
2025-09-17,6776,0
2025-09-18,7253,0
2025-09-19,6917,0
2025-09-20,7993,0
2025-09-21,6523,3
2025-09-22,4997,0
2025-09-23,7048,0
2025-09-24,6780,0
2025-09-25,6401,2379
2025-09-26,8142,6894
2025-09-27,8251,6836
2025-09-28,7808,5809
2025-09-29,6949,5934
2025-09-30,7299,6617
2025-10-01,7480,5942
2025-10-02,7492,6073
2025-10-03,8176,6815
2025-10-04,8008,6615
2025-10-05,7047,5800
2025-10-06,6893,5650
2025-10-07,7290,0
2025-10-08,6557,6657
2025-10-09,7491,6323
2025-10-10,8471,3350
2025-10-11,10019,8641
2025-10-12,5365,4533
2025-10-13,6163,4903
2025-10-14,6537,5793
2025-10-15,7250,6521
2025-10-16,7189,5616
2025-10-17,8069,6774
2025-10-18,8229,7061
2025-10-19,6857,5836
2025-10-20,5857,4610
2025-10-21,7342,5897
2025-10-22,2155,34
2025-10-23,2475,6
2025-10-24,2738,32
2025-10-25,2556,12
2025-10-26,2298,0
2025-10-27,2222,58
2025-10-28,1786,185
2025-10-29,2204,66
2025-10-30,1116,435
2025-10-31,5252,4487
2025-11-01,5770,5139
2025-11-02,5545,4567
2025-11-03,5561,5023
2025-11-04,6112,5091
2025-11-05,5992,5365
2025-11-06,6363,5379
2025-11-07,6627,5675
2025-11-08,5957,3936
2025-11-09,4224,3670
2025-11-10,5118,3842
2025-11-11,0,0
2025-11-12,1771,1519
2025-11-13,2869,2566
2025-11-14,2974,2442
2025-11-15,2684,2228
2025-11-16,2115,1753
2025-11-17,2778,2441
2025-11-18,2856,2330
2025-11-19,2977,2577
2025-11-20,2929,2642
2025-11-21,3022,2591
2025-11-22,2352,1950
2025-11-23,1945,1868
2025-11-24,2695,2566
2025-11-25,3071,2694
2025-11-26,2860,2702
2025-11-27,1739,1681
2025-11-28,2379,2204
2025-11-29,5056,4828
2025-11-30,2911,3303
2025-12-01,5599,5310
2025-12-02,3311,1403
2025-12-03,5731,4510
2025-12-04,5591,5303
2025-12-05,5604,5329
2025-12-06,5584,5307
2025-12-07,4026,3832
2025-12-08,5189,4904
2025-12-09,5294,4970
