date,audio,image
2025-03-13,3237.0,3245.0
2025-03-14,3392.0,3399.0
2025-03-15,2641.0,2643.0
2025-03-16,2136.0,2139.0
2025-03-17,2773.0,2775.0
2025-03-18,3017.0,3022.0
2025-03-19,3366.0,3376.0
2025-03-20,3203.0,3206.0
2025-03-21,3468.0,3472.0
2025-03-22,2972.0,2978.0
2025-03-23,2257.0,2260.0
2025-03-24,2833.0,2840.0
2025-03-25,3292.0,3296.0
2025-03-26,3433.0,3442.0
2025-03-27,3566.0,3568.0
2025-03-28,3568.0,3574.0
2025-03-29,3069.0,3075.0
2025-03-30,2238.0,2240.0
2025-03-31,3089.0,3095.0
2025-04-01,3364.0,3368.0
2025-04-02,5887.0,5975.0
2025-04-03,5983.0,6050.0
2025-04-04,5144.0,5183.0
2025-04-05,2633.0,2641.0
2025-04-06,2309.0,2311.0
2025-04-07,2983.0,2989.0
2025-04-08,3146.0,3148.0
2025-04-09,3475.0,3486.0
2025-04-10,4008.0,4024.0
2025-04-11,3717.0,3722.0
2025-04-12,2459.0,2461.0
2025-04-13,2332.0,2336.0
2025-04-14,3231.0,3238.0
2025-04-15,3470.0,3494.0
2025-04-16,3385.0,3390.0
2025-04-17,3525.0,3533.0
2025-04-18,3556.0,3563.0
2025-04-19,3774.0,3808.0
2025-04-20,2696.0,2700.0
2025-04-21,3142.0,3144.0
2025-04-22,3544.0,3551.0
2025-04-23,3743.0,3751.0
2025-04-24,3842.0,3847.0
2025-04-25,3919.0,3929.0
2025-04-26,2673.0,2676.0
2025-04-27,2748.0,2750.0
2025-04-28,3541.0,3551.0
2025-04-29,5423.0,5492.0
2025-04-30,7104.0,7191.0
2025-05-01,7174.0,7276.0
2025-05-02,7432.0,7513.0
2025-05-03,4878.0,4901.0
2025-05-04,5047.0,5126.0
2025-05-05,5964.0,6026.0
2025-05-06,6533.0,6602.0
2025-05-07,3576.0,3591.0
2025-05-08,1267.0,1268.0
2025-05-09,1317.0,1319.0
2025-05-10,1298.0,1299.0
2025-05-11,1274.0,1276.0
2025-05-12,1140.0,1143.0
2025-05-13,1280.0,1283.0
2025-05-14,1302.0,1305.0
2025-05-15,1329.0,1331.0
2025-05-16,1379.0,1380.0
2025-05-17,1289.0,1292.0
2025-05-18,1330.0,1336.0
2025-05-19,1172.0,1175.0
2025-05-20,1289.0,1291.0
2025-05-21,1342.0,1345.0
2025-05-22,1119.0,1119.0
2025-05-23,1359.0,1364.0
2025-05-24,1247.0,1248.0
2025-05-25,346.0,348.0
2025-05-26,40.0,40.0
2025-05-27,1399.0,1402.0
2025-05-28,1383.0,1386.0
2025-05-29,1463.0,1468.0
2025-05-30,5074.0,5144.0
2025-05-31,5153.0,5234.0
2025-06-01,6020.0,6125.0
2025-06-02,6565.0,6663.0
2025-06-03,4935.0,4951.0
2025-06-04,3948.0,3954.0
2025-06-05,4170.0,4181.0
2025-06-06,4285.0,4297.0
2025-06-07,3208.0,3212.0
2025-06-08,3798.0,4141.0
2025-06-09,3722.0,3731.0
2025-06-10,5255.0,5311.0
2025-06-11,4964.0,4993.0
2025-06-12,4243.0,4252.0
2025-06-13,4720.0,4733.0
2025-06-14,3325.0,3333.0
2025-06-15,3213.0,3222.0
2025-06-16,3695.0,3698.0
2025-06-17,3483.0,3487.0
2025-06-18,4087.0,4096.0
2025-06-19,4151.0,4164.0
2025-06-20,4608.0,4614.0
2025-06-21,4618.0,4639.0
2025-06-22,4191.0,4229.0
2025-06-23,3974.0,3990.0
2025-06-24,4058.0,4077.0
2025-06-25,4337.0,4348.0
2025-06-26,4463.0,4491.0
2025-06-27,4695.0,4715.0
2025-06-28,3742.0,3776.0
2025-06-29,4028.0,4043.0
2025-06-30,4034.0,4043.0
2025-07-01,3892.0,3906.0
2025-07-02,4486.0,4511.0
2025-07-03,4449.0,4461.0
2025-07-04,4400.0,4426.0
2025-07-05,4115.0,4131.0
2025-07-06,4250.0,4269.0
2025-07-07,3813.0,3824.0
2025-07-08,4128.0,4135.0
2025-07-09,4295.0,4307.0
2025-07-10,4081.0,4099.0
2025-07-11,4641.0,4659.0
2025-07-12,3941.0,3948.0
2025-07-13,3796.0,3804.0
2025-07-14,3555.0,3563.0
2025-07-15,4056.0,4066.0
2025-07-16,4385.0,4401.0
2025-07-17,4322.0,4337.0
2025-07-18,4882.0,4906.0
2025-07-19,4660.0,4681.0
2025-07-20,3901.0,3917.0
2025-07-21,4114.0,4125.0
2025-07-22,4092.0,4107.0
2025-07-23,4317.0,4329.0
2025-07-24,4370.0,4382.0
2025-07-25,4332.0,4341.0
2025-07-26,4259.0,4264.0
2025-07-27,2776.0,2784.0
2025-07-28,3495.0,3502.0
2025-07-29,3824.0,3833.0
2025-07-30,3819.0,3826.0
2025-07-31,3535.0,3545.0
2025-08-01,4210.0,4214.0
2025-08-02,4189.0,4200.0
2025-08-03,4116.0,4128.0
2025-08-04,3595.0,3605.0
2025-08-05,3591.0,3600.0
2025-08-06,3831.0,3842.0
2025-08-07,4075.0,4092.0
2025-08-08,4527.0,4542.0
2025-08-09,3801.0,3811.0
2025-08-10,3884.0,3897.0
2025-08-11,3578.0,3587.0
2025-08-12,3802.0,3811.0
2025-08-13,3797.0,3815.0
2025-08-14,3988.0,3995.0
2025-08-15,4110.0,4116.0
2025-08-16,3803.0,3816.0
2025-08-17,3485.0,3494.0
2025-08-18,3434.0,3436.0
2025-08-19,3728.0,3733.0
2025-08-20,3507.0,3517.0
2025-08-21,3810.0,3816.0
2025-08-22,4441.0,4450.0
2025-08-23,3493.0,3503.0
2025-08-24,,
2025-08-25,,
2025-08-26,,
2025-08-27,,
2025-08-28,,
2025-08-29,,
2025-08-30,,
2025-08-31,,
2025-09-01,,
2025-09-02,,
2025-09-03,,
2025-09-04,,
2025-09-05,,
2025-09-06,,
2025-09-07,,
2025-09-08,,
2025-09-09,,
2025-09-10,4645.0,4733.0
2025-09-11,5946.0,6032.0
2025-09-12,6089.0,6172.0
2025-09-13,5347.0,5412.0
2025-09-14,4397.0,4429.0
2025-09-15,3199.0,3213.0
2025-09-16,3301.0,3322.0
2025-09-17,3379.0,3397.0
2025-09-18,3617.0,3636.0
2025-09-19,3455.0,3462.0
2025-09-20,3988.0,4005.0
2025-09-21,3254.0,3272.0
2025-09-22,2496.0,2501.0
2025-09-23,3516.0,3532.0
2025-09-24,3384.0,3396.0
2025-09-25,4367.0,4413.0
2025-09-26,7485.0,7551.0
2025-09-27,7497.0,7590.0
2025-09-28,6763.0,6854.0
2025-09-29,6405.0,6478.0
2025-09-30,6915.0,7001.0
2025-10-01,6658.0,6764.0
2025-10-02,6731.0,6834.0
2025-10-03,7447.0,7544.0
2025-10-04,7254.0,7369.0
2025-10-05,6372.0,6475.0
2025-10-06,6224.0,6319.0
2025-10-07,3638.0,3652.0
2025-10-08,6548.0,6666.0
2025-10-09,6863.0,6951.0
2025-10-10,5869.0,5952.0
2025-10-11,9242.0,9418.0
2025-10-12,4904.0,4994.0
2025-10-13,5497.0,5569.0
2025-10-14,6127.0,6203.0
2025-10-15,6840.0,6931.0
2025-10-16,6364.0,6441.0
2025-10-17,7373.0,7470.0
2025-10-18,7497.0,7793.0
2025-10-19,6280.0,6413.0
2025-10-20,5193.0,5274.0
2025-10-21,6561.0,6678.0
2025-10-22,1092.0,1097.0
2025-10-23,1237.0,1244.0
2025-10-24,1380.0,1390.0
2025-10-25,1280.0,1288.0
2025-10-26,1145.0,1153.0
2025-10-27,1139.0,1141.0
2025-10-28,984.0,987.0
2025-10-29,1135.0,1135.0
2025-10-30,773.0,778.0
2025-10-31,4824.0,4915.0
2025-11-01,5399.0,5510.0
2025-11-02,5006.0,5106.0
2025-11-03,5256.0,5328.0
2025-11-04,5569.0,5634.0
2025-11-05,5637.0,5720.0
2025-11-06,5827.0,5915.0
2025-11-07,6107.0,6195.0
2025-11-08,4922.0,4971.0
2025-11-09,3918.0,3976.0
2025-11-10,4461.0,4499.0
2025-11-11,,
2025-11-12,0.0,3290.0
2025-11-13,0.0,5435.0
2025-11-14,0.0,5416.0
2025-11-15,0.0,4912.0
2025-11-16,0.0,3868.0
2025-11-17,0.0,5219.0
2025-11-18,0.0,5186.0
2025-11-19,0.0,5554.0
2025-11-20,0.0,5571.0
2025-11-21,0.0,5613.0
2025-11-22,0.0,4302.0
2025-11-23,0.0,3813.0
2025-11-24,0.0,5261.0
2025-11-25,0.0,5765.0
2025-11-26,0.0,5562.0
2025-11-27,0.0,3420.0
2025-11-28,220.0,4363.0
2025-11-29,4903.0,4981.0
2025-11-30,3088.0,3126.0
2025-12-01,5413.0,5496.0
2025-12-02,2349.0,2365.0
2025-12-03,5098.0,5143.0
2025-12-04,5407.0,5487.0
2025-12-05,5436.0,5497.0
2025-12-06,5408.0,5483.0
2025-12-07,3903.0,3955.0
2025-12-08,5016.0,5077.0
2025-12-09,5104.0,5160.0
